,Review,Rating
9732,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9733,Worth for every penny,5
9734,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9735,Nice quality of picturs as well as value of money,5
9736,Excellent Smart TV 👌👌👌,5
9737,Excellent product at this price...excellent picture quality and sound quality,5
9738,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9739,good,5
9740,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9741,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9742,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9743,Worth for every penny,5
9744,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9745,Nice quality of picturs as well as value of money,5
9746,Excellent Smart TV 👌👌👌,5
9747,Excellent product at this price...excellent picture quality and sound quality,5
9748,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9749,good,5
9750,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9751,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9752,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9753,Worth for every penny,5
9754,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9755,Nice quality of picturs as well as value of money,5
9756,Excellent Smart TV 👌👌👌,5
9757,Excellent product at this price...excellent picture quality and sound quality,5
9758,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9759,good,5
9760,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9761,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9762,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9763,Worth for every penny,5
9764,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9765,Nice quality of picturs as well as value of money,5
9766,Excellent Smart TV 👌👌👌,5
9767,Excellent product at this price...excellent picture quality and sound quality,5
